tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
,Chandler,A. Bailey,UTA,0,D. Whitehead,MEM,0022501181
,Brown,T. Hardaway Jr.,DEN,0,A. Wiggins,OKC,0022501182
,Avdija,K. Leonard,LAC,0,B. Lopez,LAC,0022501183
,Green,S. Curry,GSW,1,S. Curry,GSW,0022501184
LAL,L. James,R. Hachimura,LAL,1,R. Hachimura,LAL,0022501185
,Banchero,L. Garza,BOS,1,L. Garza,BOS,0022501186
,Champagnie,W. Riley,WAS,0,L. Nance Jr.,CLE,0022501187
,Harris,C. Cunningham,DET,0,P. Reed,DET,0022501188
,Herro,A. Wiggins,MIA,0,K. Ware,MIA,0022501189
,Bridges,A. Hukporti,NYK,0,M. Diawara,NYK,0022501190
,Oubre Jr.,T. Maxey,PHI,0,J. Sims,MIL,0022501191
,Barnes,E. Liddell,BKN,1,E. Liddell,BKN,0022501192
,Sexton,L. Miller,CHI,1,L. Miller,CHI,0022501193
,Mashack,J. Okogie,HOU,0,T. Eason,HOU,0022501194
,DiVincenzo,J. Hawkins,NOP,0,J. Clark,MIN,0022501195
,,L. Dort,OKC,0,J. Bouyea,PHX,0022501196
,Castle,D. Fox,SAS,1,D. Fox,SAS,0022501197
LAL,L. James,L. Kennard,LAL,1,L. Kennard,LAL,0022501198
,St. Curry,K. Porziņģis,GSW,0,A. Horford,GSW,0022501199
,Avdija,J. Holiday,POR,0,J. Holiday,POR,0022501200
,Suggs,J. Suggs,ORL,0,A. Wiggins,MIA,0022501201
,Shead,J. Brunson,NYK,1,J. Brunson,NYK,0022501202
,Gillespie,C. Wallace,OKC,1,C. Wallace,OKC,0022501203
,Doncic,A. Reaves,LAL,0,L. James,LAL,0022501204
,Harden,J. Collins,LAC,0,A. Sengun,HOU,0022501205
,Porter Jr.,K. Kuzma,MIL,1,K. Kuzma,MIL,0022501206
,Avdija,J. Grant,POR,0,H. Jones,NOP,0022501207
,Clifford,R. Westbrook,SAC,0,K. Murray,SAC,0022501208
,Okoro,I. Okoro,CHI,1,I. Okoro,CHI,0022501209
,Johnson,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022501210
,Thompson,A. Nembhard,IND,0,P. George,PHI,0022501211
,Garland,E. Mobley,CLE,0,B. Carrington,WAS,0022501212
,Mykhailiuk,A. Bailey,UTA,0,J. Morant,MEM,0022501213
,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022501214
,Butler III,D. DiVincenzo,MIN,0,S. Curry,GSW,0022501215
,Siakam,A. Nembhard,IND,0,M. Bagley III,WAS,0022501216
,Alexander-Walker,N. Alexander-Walker,ATL,0,N. Alexander-Walker,ATL,0022501217
,Knueppel,B. Miller,CHA,0,B. Miller,CHA,0022501218
,Demin,E. Dëmin,BKN,1,E. Dëmin,BKN,0022501219
,LaVine,Z. LaVine,SAC,0,B. Hyland,MIN,0022501220
,Avdija,J. Grant,POR,1,J. Grant,POR,0022501221
,White,J. Brown,BOS,1,J. Brown,BOS,0022501222
,White,N. Vučević,CHI,0,T. Murphy III,NOP,0022501223
,George,A. Bailey,UTA,0,A. Bailey,UTA,0022501224
,Thompson,J. Okogie,HOU,1,J. Okogie,HOU,0022501225
,Harden,I. Zubac,LAC,0,J. Collins,LAC,0022501226
,Mitchell,N. Powell,MIA,0,A. Wiggins,MIA,0022501227
,Gillespie,D. Brooks,PHX,0,D. Ayton,LAL,0022501228
,Hart,O. Anunoby,NYK,0,J. Suggs,ORL,0022501229
,Barnes,D. Fox,SAS,0,C. Holmgren,OKC,0022501230
