tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
LAC,Leonard,K. Leonard,LAC,0,S. Henderson,POR,0022501104
PHI,Edgecombe,P. George,PHI,1,P. George,PHI,0022501105
MIA,Herro,B. Adebayo,MIA,1,B. Adebayo,MIA,0022501106
ORL,Suggs,F. Wagner,ORL,0,O. Okongwu,ATL,0022501107
,,J. Poeltl,TOR,0,J. Poeltl,TOR,0022501108
IND,Siakam,P. Siakam,IND,1,P. Siakam,IND,0022501109
HOU,Thompson,A. Green,MIL,0,K. Durant,HOU,0022501110
DAL,Washington,D. Gafford,DAL,1,D. Gafford,DAL,0022501111
DEN,Johnson,J. Murray,DEN,1,J. Murray,DEN,0022501112
SAS,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501113
PHX,Gillespie,C. Gillespie,PHX,1,C. Gillespie,PHX,0022501114
DET,Robinson,D. Jenkins,DET,1,D. Jenkins,DET,0022501115
,Doncic,L. Dončić,LAL,0,I. Hartenstein,OKC,0022501116
CLE,Harden,E. Mobley,CLE,0,D. Green,GSW,0022501117
POR,Avdija,S. Henderson,POR,1,S. Henderson,POR,0022501118
LAC,Jones Jr.,B. Lopez,LAC,1,B. Lopez,LAC,0022501119
IND,Siakam,P. Siakam,IND,1,P. Siakam,IND,0022501120
MIN,Randle,V. Edgecombe,PHI,1,V. Edgecombe,PHI,0022501121
ATL,Alexander-Walker,O. Okongwu,ATL,0,O. Okongwu,ATL,0022501122
NYK,Hart,M. Bridges,NYK,0,M. Robinson,NYK,0022501123
UTA,Williams,A. Bailey,UTA,0,K. Durant,HOU,0022501124
TOR,Barnes,S. Barnes,TOR,1,S. Barnes,TOR,0022501125
BOS,Tatum,N. Queta,BOS,1,N. Queta,BOS,0022501126
ORL,Banchero,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501127
SAC,Achiuwa,P. Achiuwa,SAC,0,Z. Williamson,NOP,0022501128
MIA,Mitchell,B. Carrington,WAS,0,B. Adebayo,MIA,0022501129
SAS,Fox,J. Champagnie,SAS,0,C. Johnson,DEN,0022501130
,,A. Thompson,DET,1,A. Thompson,DET,0022501131
BOS,Brown,J. Brown,BOS,1,J. Brown,BOS,0022501132
BKN,Liddell,D. Powell,BKN,0,N. Traore,BKN,0022501133
PHX,Green,D. Brooks,PHX,0,D. Booker,PHX,0022501134
MIL,Green,R. Rollins,MIL,0,R. Rupert,MEM,0022501135
CLE,Strus,T. Bryant,CLE,0,K. Brown,IND,0022501136
CHA,Bridges,B. Miller,CHA,0,L. Ball,CHA,0022501137
ORL,Suggs,J. Suggs,ORL,0,P. Banchero,ORL,0022501138
,Williams,K. Filipowski,UTA,0,K. Filipowski,UTA,0022501139
,L. James,C. Flagg,DAL,1,C. Flagg,DAL,0022501140
SAC,Achiuwa,P. Achiuwa,SAC,0,P. Achiuwa,SAC,0022501141
GSW,Green,B. Podziemski,GSW,1,B. Podziemski,GSW,0022501142
ATL,Johnson,C. McCollum,ATL,0,C. McCollum,ATL,0022501143
ORL,Banchero,J. Duren,DET,0,T. da Silva,ORL,0022501144
,Schroder,E. Mobley,CLE,1,E. Mobley,CLE,0022501145
SAS,Fox,V. Wembanyama,SAS,0,P. George,PHI,0022501146
DEN,Johnson,A. Gordon,DEN,0,T. Camara,POR,0022501147
WAS,Carrington,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022501148
BOS,Hauser,J. Brown,BOS,1,J. Brown,BOS,0022501149
MIL,Dieng,P. Nance,MIL,1,P. Nance,MIL,0022501150
TOR,Barnes,B. Ingram,TOR,1,B. Ingram,TOR,0022501151
MIN,Dosunmu,A. Dosunmu,MIN,0,J. Huff,IND,0022501152
UTA,Filipowski,O. Tshiebwe,UTA,0,J. Fears,NOP,0022501153
SAC,Plowden,M. Raynaud,SAC,0,M. Raynaud,SAC,0022501154
OKC,Mitchell,C. Holmgren,OKC,0,S. Gilgeous-Alexander,OKC,0022501155
LAC,Dunn,B. Lopez,LAC,1,B. Lopez,LAC,0022501156
PHX,Booker,D. Brooks,PHX,0,J. Smith Jr.,HOU,0022501157
CLE,Harden,J. Allen,CLE,0,J. Harden,CLE,0022501158
ORL,Suggs,N. Reid,MIN,0,J. McDaniels,MIN,0022501159
DET,Thompson,D. Robinson,DET,0,A. Green,MIL,0022501160
SAS,Fox,L. Kornet,SAS,0,T. Camara,POR,0022501161
DEN,Gordon,C. Coward,MEM,0,C. Johnson,DEN,0022501162
,Jal. Williams,C. Holmgren,OKC,0,D. Jones Jr.,LAC,0022501163
PHX,Goodwin,J. Goodwin,PHX,1,J. Goodwin,PHX,0022501164
MIA,Herro,T. Herro,MIA,1,T. Herro,MIA,0022501165
CHI,Jones,T. Jones,CHI,1,T. Jones,CHI,0022501166
IND,Potter,J. Slawson,IND,1,J. Slawson,IND,0022501167
BOS,Tatum,M. Bridges,NYK,1,M. Bridges,NYK,0022501168
HOU,Durant,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022501169
LAL,Hachimura,D. Ayton,LAL,1,D. Ayton,LAL,0022501170
CHA,Ball,K. Knueppel,CHA,0,B. Miller,CHA,0022501171
WAS,Gill,B. Carrington,WAS,0,K. Ware,MIA,0022501172
CLE,Wade,E. Mobley,CLE,1,E. Mobley,CLE,0022501173
NOP,Fears,J. Walsh,BOS,0,D. Queen,NOP,0022501174
IND,Thompson,V. Edgecombe,PHI,0,T. Maxey,PHI,0022501175
TOR,Walter,B. Ingram,TOR,0,M. Bridges,NYK,0022501176
CHI,Sexton,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501177
MIN,Anderson,J. McDaniels,MIN,0,J. McDaniels,MIN,0022501178
MIL,Green,M. Turner,MIL,1,M. Turner,MIL,0022501179
SAS,Harper,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501180
UTA,Chandler,A. Bailey,UTA,0,D. Whitehead,MEM,0022501181
DEN,Brown,T. Hardaway Jr.,DEN,0,A. Wiggins,OKC,0022501182
POR,Avdija,K. Leonard,LAC,0,B. Lopez,LAC,0022501183
GSW,Green,S. Curry,GSW,1,S. Curry,GSW,0022501184
,L. James,R. Hachimura,LAL,1,R. Hachimura,LAL,0022501185
ORL,Banchero,L. Garza,BOS,1,L. Garza,BOS,0022501186
WAS,Champagnie,W. Riley,WAS,0,L. Nance Jr.,CLE,0022501187
DET,Harris,C. Cunningham,DET,0,P. Reed,DET,0022501188
MIA,Herro,A. Wiggins,MIA,0,K. Ware,MIA,0022501189
,Bridges,A. Hukporti,NYK,0,M. Diawara,NYK,0022501190
PHI,Oubre Jr.,T. Maxey,PHI,0,J. Sims,MIL,0022501191
TOR,Barnes,E. Liddell,BKN,1,E. Liddell,BKN,0022501192
CHI,Sexton,L. Miller,CHI,1,L. Miller,CHI,0022501193
MEM,Mashack,J. Okogie,HOU,0,T. Eason,HOU,0022501194
MIN,DiVincenzo,J. Hawkins,NOP,0,J. Clark,MIN,0022501195
,,L. Dort,OKC,0,J. Bouyea,PHX,0022501196
SAS,Castle,D. Fox,SAS,1,D. Fox,SAS,0022501197
,L. James,L. Kennard,LAL,1,L. Kennard,LAL,0022501198
,St. Curry,K. Porziņģis,GSW,0,A. Horford,GSW,0022501199
POR,Avdija,J. Holiday,POR,0,J. Holiday,POR,0022501200
ORL,Suggs,J. Suggs,ORL,0,A. Wiggins,MIA,0022501201
TOR,Shead,J. Brunson,NYK,1,J. Brunson,NYK,0022501202
PHX,Gillespie,C. Wallace,OKC,1,C. Wallace,OKC,0022501203
,Doncic,A. Reaves,LAL,0,L. James,LAL,0022501204
LAC,Harden,J. Collins,LAC,0,A. Sengun,HOU,0022501205
MIL,Porter Jr.,K. Kuzma,MIL,1,K. Kuzma,MIL,0022501206
POR,Avdija,J. Grant,POR,0,H. Jones,NOP,0022501207
SAC,Clifford,R. Westbrook,SAC,0,K. Murray,SAC,0022501208
CHI,Okoro,I. Okoro,CHI,1,I. Okoro,CHI,0022501209
ATL,Johnson,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022501210
IND,Thompson,A. Nembhard,IND,0,P. George,PHI,0022501211
CLE,Garland,E. Mobley,CLE,0,B. Carrington,WAS,0022501212
UTA,Mykhailiuk,A. Bailey,UTA,0,J. Morant,MEM,0022501213
BKN,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022501214
GSW,Butler III,D. DiVincenzo,MIN,0,S. Curry,GSW,0022501215
IND,Siakam,A. Nembhard,IND,0,M. Bagley III,WAS,0022501216
ATL,Alexander-Walker,N. Alexander-Walker,ATL,0,N. Alexander-Walker,ATL,0022501217
CHA,Knueppel,B. Miller,CHA,0,B. Miller,CHA,0022501218
,Demin,E. Dëmin,BKN,1,E. Dëmin,BKN,0022501219
SAC,LaVine,Z. LaVine,SAC,0,B. Hyland,MIN,0022501220
POR,Avdija,J. Grant,POR,1,J. Grant,POR,0022501221
BOS,White,J. Brown,BOS,1,J. Brown,BOS,0022501222
CHI,White,N. Vučević,CHI,0,T. Murphy III,NOP,0022501223
UTA,George,A. Bailey,UTA,0,A. Bailey,UTA,0022501224
HOU,Thompson,J. Okogie,HOU,1,J. Okogie,HOU,0022501225
LAC,Harden,I. Zubac,LAC,0,J. Collins,LAC,0022501226
MIA,Mitchell,N. Powell,MIA,0,A. Wiggins,MIA,0022501227
PHX,Gillespie,D. Brooks,PHX,0,D. Ayton,LAL,0022501228
NYK,Hart,O. Anunoby,NYK,0,J. Suggs,ORL,0022501229
SAS,Barnes,D. Fox,SAS,0,C. Holmgren,OKC,0022501230
